   #Energy      xx              yy   
  50.439      0.4776E-01      0.5922E-01
  50.447      0.4777E-01      0.5923E-01
  50.455      0.4778E-01      0.5924E-01
  50.462      0.4778E-01      0.5925E-01
  50.470      0.4779E-01      0.5926E-01
  50.478      0.4780E-01      0.5927E-01
  50.486      0.4781E-01      0.5928E-01
  50.494      0.4781E-01      0.5929E-01
  50.502      0.4782E-01      0.5930E-01
  50.510      0.4783E-01      0.5931E-01
  50.518      0.4784E-01      0.5932E-01
  50.526      0.4593E-01      0.5933E-01
  50.533      0.4594E-01      0.5934E-01
  50.541      0.4594E-01      0.5935E-01
  50.549      0.4595E-01      0.5935E-01
  50.557      0.4596E-01      0.5936E-01
  50.565      0.4597E-01      0.5937E-01
  50.573      0.4597E-01      0.5938E-01
  50.581      0.4598E-01      0.5939E-01
  50.589      0.4599E-01      0.5940E-01
  50.597      0.4600E-01      0.5749E-01
  50.605      0.4600E-01      0.5750E-01
  50.613      0.4601E-01      0.5751E-01
  50.620      0.4602E-01      0.5752E-01
  50.628      0.4602E-01      0.5753E-01
  50.636      0.4603E-01      0.5754E-01
  50.644      0.4604E-01      0.5755E-01
  50.652      0.4605E-01      0.5756E-01
  50.660      0.4605E-01      0.5757E-01
  50.668      0.4606E-01      0.5757E-01
  50.676      0.4607E-01      0.5758E-01
  50.684      0.4607E-01      0.5759E-01
  50.692      0.4608E-01      0.5760E-01
  50.700      0.4609E-01      0.5761E-01
  50.707      0.4610E-01      0.5762E-01
  50.715      0.4610E-01      0.5763E-01
  50.723      0.4611E-01      0.5764E-01
  50.731      0.4612E-01      0.5765E-01
  50.739      0.4612E-01      0.5766E-01
  50.747      0.4613E-01      0.5766E-01
  50.755      0.4614E-01      0.5767E-01
  50.763      0.4615E-01      0.5768E-01
  50.771      0.4615E-01      0.5769E-01
  50.779      0.4616E-01      0.5770E-01
  50.786      0.4617E-01      0.5579E-01
  50.794      0.4425E-01      0.5579E-01
  50.802      0.4426E-01      0.5580E-01
  50.810      0.4426E-01      0.5581E-01
  50.818      0.4427E-01      0.5582E-01
  50.826      0.4428E-01      0.5583E-01
  50.834      0.4429E-01      0.5584E-01
  50.842      0.4429E-01      0.5585E-01
  50.850      0.4430E-01      0.5586E-01
  50.858      0.4431E-01      0.5586E-01
  50.865      0.4431E-01      0.5587E-01
  50.873      0.4432E-01      0.5588E-01
  50.881      0.4433E-01      0.5589E-01
  50.889      0.4433E-01      0.5590E-01
  50.897      0.4434E-01      0.5591E-01
  50.905      0.4435E-01      0.5592E-01
  50.913      0.4435E-01      0.5592E-01
  50.921      0.4436E-01      0.5593E-01
  50.929      0.4437E-01      0.5594E-01
  50.937      0.4437E-01      0.5595E-01
  50.945      0.4438E-01      0.5403E-01
  50.953      0.4632E-01      0.5404E-01
  50.960      0.4633E-01      0.5405E-01
  50.968      0.4633E-01      0.5406E-01
  50.976      0.4634E-01      0.5406E-01
  50.984      0.4635E-01      0.5407E-01
  50.992      0.4635E-01      0.5408E-01
  51.000      0.4636E-01      0.5409E-01
  51.008      0.4637E-01      0.5410E-01
  51.016      0.4638E-01      0.5411E-01
  51.024      0.4638E-01      0.5411E-01
  51.032      0.4639E-01      0.5412E-01
  51.039      0.4640E-01      0.5413E-01
  51.047      0.4640E-01      0.5414E-01
  51.055      0.4641E-01      0.5415E-01
  51.063      0.4642E-01      0.5416E-01
  51.071      0.4643E-01      0.5416E-01
  51.079      0.4643E-01      0.5417E-01
  51.087      0.4644E-01      0.5418E-01
  51.095      0.4645E-01      0.5419E-01
  51.103      0.4646E-01      0.5420E-01
  51.111      0.4646E-01      0.5421E-01
  51.118      0.4647E-01      0.5421E-01
  51.126      0.4648E-01      0.5422E-01
  51.134      0.4648E-01      0.5423E-01
  51.142      0.4649E-01      0.5424E-01
  51.150      0.4650E-01      0.5425E-01
  51.158      0.4651E-01      0.5426E-01
  51.166      0.4651E-01      0.5426E-01
  51.174      0.4652E-01      0.5427E-01
  51.182      0.4653E-01      0.5428E-01
  51.190      0.4653E-01      0.5429E-01
  51.197      0.4654E-01      0.5430E-01
  51.205      0.4849E-01      0.5431E-01
  51.213      0.4850E-01      0.5432E-01
  51.221      0.4850E-01      0.5432E-01
  51.229      0.4851E-01      0.5433E-01
  51.237      0.4852E-01      0.5434E-01
  51.245      0.4853E-01      0.5435E-01
  51.253      0.4853E-01      0.5436E-01
  51.261      0.4854E-01      0.5437E-01
  51.269      0.4855E-01      0.5437E-01
  51.277      0.4856E-01      0.5438E-01
  51.285      0.4856E-01      0.5439E-01
  51.292      0.4857E-01      0.5246E-01
  51.300      0.4858E-01      0.5246E-01
  51.308      0.4859E-01      0.5247E-01
  51.316      0.4859E-01      0.5248E-01
  51.324      0.4860E-01      0.5249E-01
  51.332      0.4861E-01      0.5250E-01
  51.340      0.4862E-01      0.5250E-01
  51.348      0.4862E-01      0.5251E-01
  51.356      0.4863E-01      0.5252E-01
  51.364      0.4864E-01      0.5253E-01
  51.371      0.4865E-01      0.5254E-01
  51.379      0.4865E-01      0.5254E-01
  51.387      0.4866E-01      0.5255E-01
  51.395      0.4867E-01      0.5256E-01
  51.403      0.4868E-01      0.5257E-01
  51.411      0.4868E-01      0.5258E-01
  51.419      0.4869E-01      0.5259E-01
  51.427      0.4870E-01      0.5259E-01
  51.435      0.4871E-01      0.5260E-01
  51.443      0.4871E-01      0.5261E-01
  51.450      0.4872E-01      0.5262E-01
  51.458      0.4873E-01      0.5263E-01
  51.466      0.4874E-01      0.5263E-01
  51.474      0.4874E-01      0.5264E-01
  51.482      0.4875E-01      0.5265E-01
  51.490      0.4876E-01      0.5266E-01
  51.498      0.4877E-01      0.5267E-01
  51.506      0.4877E-01      0.5267E-01
  51.514      0.4878E-01      0.5268E-01
  51.522      0.4879E-01      0.5269E-01
  51.529      0.4879E-01      0.5270E-01
  51.537      0.4880E-01      0.5075E-01
  51.545      0.4881E-01      0.5076E-01
  51.553      0.4882E-01      0.5077E-01
  51.561      0.4882E-01      0.5078E-01
  51.569      0.4883E-01      0.5079E-01
  51.577      0.4884E-01      0.5079E-01
  51.585      0.5080E-01      0.5080E-01
  51.593      0.5081E-01      0.5081E-01
  51.601      0.5082E-01      0.5082E-01
  51.608      0.5082E-01      0.5082E-01
  51.617      0.5083E-01      0.5083E-01
  51.624      0.5084E-01      0.5084E-01
  51.632      0.5085E-01      0.5085E-01
  51.640      0.5086E-01      0.5086E-01
  51.648      0.5086E-01      0.5086E-01
  51.656      0.5087E-01      0.5087E-01
  51.664      0.5088E-01      0.5088E-01
  51.672      0.5089E-01      0.5089E-01
  51.680      0.5089E-01      0.5089E-01
  51.688      0.5090E-01      0.5090E-01
  51.696      0.5091E-01      0.5091E-01
  51.703      0.5092E-01      0.5092E-01
  51.711      0.5093E-01      0.5093E-01
  51.719      0.5093E-01      0.5093E-01
  51.727      0.5094E-01      0.4898E-01
  51.735      0.5095E-01      0.4899E-01
  51.743      0.5096E-01      0.4900E-01
  51.751      0.5096E-01      0.4900E-01
  51.759      0.5097E-01      0.4901E-01
  51.767      0.5098E-01      0.4902E-01
  51.775      0.5099E-01      0.4903E-01
  51.782      0.5100E-01      0.4903E-01
  51.790      0.5100E-01      0.4904E-01
  51.798      0.5101E-01      0.4905E-01
  51.806      0.5102E-01      0.4906E-01
  51.814      0.5103E-01      0.4906E-01
  51.822      0.5103E-01      0.4907E-01
  51.830      0.5104E-01      0.4908E-01
  51.838      0.5301E-01      0.4909E-01
  51.846      0.5302E-01      0.4909E-01
  51.854      0.5303E-01      0.4910E-01
  51.861      0.5304E-01      0.4911E-01
  51.869      0.5305E-01      0.4912E-01
  51.877      0.5305E-01      0.4912E-01
  51.885      0.5306E-01      0.4913E-01
  51.893      0.5307E-01      0.4717E-01
  51.901      0.5308E-01      0.4718E-01
  51.909      0.5309E-01      0.4719E-01
  51.917      0.5309E-01      0.4720E-01
  51.925      0.5310E-01      0.4720E-01
  51.933      0.5311E-01      0.4721E-01
  51.941      0.5312E-01      0.4722E-01
  51.948      0.5313E-01      0.4722E-01
  51.956      0.5314E-01      0.4723E-01
  51.964      0.5314E-01      0.4724E-01
  51.972      0.5315E-01      0.4725E-01
  51.980      0.5316E-01      0.4725E-01
  51.988      0.5317E-01      0.4726E-01
  51.996      0.5318E-01      0.4727E-01
  52.004      0.5318E-01      0.4727E-01
  52.012      0.5319E-01      0.4728E-01
  52.020      0.5517E-01      0.4729E-01
  52.028      0.5518E-01      0.4730E-01
  52.035      0.5519E-01      0.4730E-01
  52.043      0.5520E-01      0.4731E-01
  52.051      0.5520E-01      0.4732E-01
  52.059      0.5521E-01      0.4732E-01
  52.067      0.5522E-01      0.4733E-01
  52.075      0.5523E-01      0.4734E-01
  52.083      0.5524E-01      0.4735E-01
  52.091      0.5525E-01      0.4735E-01
  52.099      0.5525E-01      0.4736E-01
  52.106      0.5526E-01      0.4737E-01
  52.114      0.5527E-01      0.4737E-01
  52.122      0.5528E-01      0.4738E-01
  52.130      0.5529E-01      0.4739E-01
  52.138      0.5530E-01      0.4740E-01
  52.146      0.5530E-01      0.4740E-01
  52.154      0.5531E-01      0.4741E-01
  52.162      0.5532E-01      0.4742E-01
  52.170      0.5533E-01      0.4743E-01
  52.178      0.5534E-01      0.4743E-01
  52.186      0.5535E-01      0.4744E-01
  52.194      0.5535E-01      0.4745E-01
  52.201      0.5536E-01      0.4745E-01
  52.209      0.5735E-01      0.4746E-01
  52.217      0.5736E-01      0.4747E-01
  52.225      0.5737E-01      0.4748E-01
  52.233      0.5737E-01      0.4748E-01
  52.241      0.5738E-01      0.4749E-01
  52.249      0.5739E-01      0.4750E-01
  52.257      0.5740E-01      0.4750E-01
  52.265      0.5741E-01      0.4751E-01
  52.273      0.5742E-01      0.4752E-01
  52.280      0.5743E-01      0.4753E-01
  52.288      0.5744E-01      0.4753E-01
  52.296      0.5744E-01      0.4754E-01
  52.304      0.5745E-01      0.4755E-01
  52.312      0.5746E-01      0.4755E-01
  52.320      0.5747E-01      0.4756E-01
  52.328      0.5748E-01      0.4757E-01
  52.336      0.5749E-01      0.4758E-01
  52.344      0.5750E-01      0.4758E-01
  52.352      0.5751E-01      0.4759E-01
  52.359      0.5751E-01      0.4760E-01
  52.367      0.5752E-01      0.4760E-01
  52.375      0.5753E-01      0.4761E-01
  52.383      0.5556E-01      0.4762E-01
  52.391      0.5556E-01      0.4763E-01
  52.399      0.5557E-01      0.4763E-01
  52.407      0.5558E-01      0.4764E-01
  52.415      0.5559E-01      0.4765E-01
  52.423      0.5560E-01      0.4766E-01
  52.431      0.5561E-01      0.4766E-01
  52.438      0.5561E-01      0.4767E-01
  52.446      0.5562E-01      0.4768E-01
  52.454      0.5563E-01      0.4768E-01
  52.462      0.5564E-01      0.4769E-01
  52.470      0.5565E-01      0.4770E-01
  52.478      0.5566E-01      0.4771E-01
  52.486      0.5566E-01      0.4771E-01
  52.494      0.5567E-01      0.4772E-01
  52.502      0.5568E-01      0.4773E-01
  52.510      0.5569E-01      0.4773E-01
  52.518      0.5371E-01      0.4774E-01
  52.526      0.5372E-01      0.4775E-01
  52.533      0.5373E-01      0.4776E-01
  52.541      0.5373E-01      0.4776E-01
  52.549      0.5374E-01      0.4777E-01
  52.557      0.5375E-01      0.4778E-01
  52.565      0.5376E-01      0.4778E-01
  52.573      0.5377E-01      0.4779E-01
  52.581      0.5377E-01      0.4780E-01
  52.589      0.5378E-01      0.4781E-01
  52.597      0.5379E-01      0.4781E-01
  52.605      0.5380E-01      0.4782E-01
  52.612      0.5181E-01      0.4783E-01
  52.620      0.5182E-01      0.4783E-01
  52.628      0.5183E-01      0.4784E-01
  52.636      0.5184E-01      0.4785E-01
  52.644      0.5184E-01      0.4786E-01
  52.652      0.5185E-01      0.4786E-01
  52.660      0.5186E-01      0.4787E-01
  52.668      0.5187E-01      0.4788E-01
  52.676      0.5188E-01      0.4789E-01
  52.684      0.5188E-01      0.4789E-01
  52.691      0.5189E-01      0.4790E-01
  52.699      0.5190E-01      0.4791E-01
  52.707      0.5191E-01      0.4791E-01
  52.715      0.4992E-01      0.4792E-01
  52.723      0.4993E-01      0.4793E-01
  52.731      0.4993E-01      0.4794E-01
  52.739      0.4994E-01      0.4794E-01
  52.747      0.4995E-01      0.4795E-01
  52.755      0.4996E-01      0.4796E-01
  52.763      0.4996E-01      0.4796E-01
  52.770      0.4997E-01      0.4797E-01
  52.778      0.4998E-01      0.4798E-01
  52.786      0.4999E-01      0.4799E-01
  52.794      0.4999E-01      0.4799E-01
  52.802      0.5000E-01      0.4800E-01
  52.810      0.5001E-01      0.4801E-01
  52.818      0.5001E-01      0.4801E-01
  52.826      0.5002E-01      0.4802E-01
  52.834      0.5003E-01      0.4803E-01
  52.842      0.5004E-01      0.4804E-01
  52.850      0.4804E-01      0.4804E-01
  52.858      0.4805E-01      0.4805E-01
  52.865      0.4806E-01      0.4806E-01
  52.873      0.4806E-01      0.4806E-01
  52.881      0.4807E-01      0.4807E-01
  52.889      0.4808E-01      0.4808E-01
  52.897      0.4809E-01      0.4809E-01
  52.905      0.4809E-01      0.4809E-01
  52.913      0.4810E-01      0.4810E-01
  52.921      0.4811E-01      0.4811E-01
  52.929      0.4812E-01      0.4812E-01
  52.937      0.4812E-01      0.4812E-01
  52.944      0.4813E-01      0.4813E-01
  52.952      0.4814E-01      0.4613E-01
  52.960      0.4814E-01      0.4614E-01
  52.968      0.4815E-01      0.4614E-01
  52.976      0.4816E-01      0.4615E-01
  52.984      0.4817E-01      0.4616E-01
  52.992      0.4817E-01      0.4617E-01
  53.000      0.4818E-01      0.4617E-01
  53.008      0.4819E-01      0.4618E-01
  53.016      0.4819E-01      0.4619E-01
  53.023      0.4820E-01      0.4619E-01
  53.031      0.4821E-01      0.4620E-01
  53.039      0.4822E-01      0.4621E-01
  53.047      0.4822E-01      0.4621E-01
  53.055      0.4823E-01      0.4622E-01
  53.063      0.4824E-01      0.4623E-01
  53.071      0.4824E-01      0.4623E-01
  53.079      0.4825E-01      0.4624E-01
  53.087      0.4826E-01      0.4625E-01
  53.095      0.4827E-01      0.4625E-01
  53.102      0.4827E-01      0.4626E-01
  53.110      0.4828E-01      0.4627E-01
  53.118      0.4829E-01      0.4628E-01
  53.126      0.4829E-01      0.4628E-01
  53.134      0.4830E-01      0.4629E-01
  53.142      0.4831E-01      0.4630E-01
  53.150      0.4832E-01      0.4630E-01
  53.158      0.4832E-01      0.4631E-01
  53.166      0.4833E-01      0.4632E-01
  53.174      0.4834E-01      0.4632E-01
  53.181      0.4834E-01      0.4633E-01
  53.189      0.4835E-01      0.4634E-01
  53.197      0.4836E-01      0.4634E-01
  53.205      0.4837E-01      0.4635E-01
  53.213      0.4837E-01      0.4636E-01
  53.221      0.4838E-01      0.4637E-01
  53.229      0.4839E-01      0.4637E-01
  53.237      0.4840E-01      0.4638E-01
  53.245      0.4840E-01      0.4437E-01
  53.253      0.4841E-01      0.4438E-01
  53.261      0.4640E-01      0.4438E-01
  53.269      0.4641E-01      0.4439E-01
  53.276      0.4641E-01      0.4440E-01
  53.284      0.4642E-01      0.4440E-01
  53.292      0.4643E-01      0.4441E-01
  53.300      0.4643E-01      0.4442E-01
  53.308      0.4644E-01      0.4442E-01
  53.316      0.4645E-01      0.4443E-01
  53.324      0.4645E-01      0.4443E-01
  53.332      0.4646E-01      0.4444E-01
  53.340      0.4647E-01      0.4445E-01
  53.347      0.4648E-01      0.4445E-01
  53.355      0.4648E-01      0.4446E-01
  53.363      0.4649E-01      0.4447E-01
  53.371      0.4650E-01      0.4447E-01
  53.379      0.4650E-01      0.4448E-01
  53.387      0.4651E-01      0.4449E-01
  53.395      0.4652E-01      0.4449E-01
  53.403      0.4652E-01      0.4450E-01
  53.411      0.4653E-01      0.4451E-01
  53.419      0.4654E-01      0.4451E-01
  53.427      0.4654E-01      0.4452E-01
  53.434      0.4453E-01      0.4453E-01
  53.442      0.4453E-01      0.4453E-01
  53.450      0.4454E-01      0.4454E-01
  53.458      0.4455E-01      0.4455E-01
  53.466      0.4455E-01      0.4455E-01
  53.474      0.4456E-01      0.4456E-01
  53.482      0.4457E-01      0.4457E-01
  53.490      0.4457E-01      0.4660E-01
  53.498      0.4458E-01      0.4661E-01
  53.506      0.4459E-01      0.4661E-01
  53.514      0.4459E-01      0.4662E-01
  53.521      0.4460E-01      0.4663E-01
  53.529      0.4461E-01      0.4663E-01
  53.537      0.4461E-01      0.4664E-01
  53.545      0.4462E-01      0.4665E-01
  53.553      0.4463E-01      0.4665E-01
  53.561      0.4463E-01      0.4666E-01
  53.569      0.4464E-01      0.4667E-01
  53.577      0.4465E-01      0.4667E-01
  53.585      0.4465E-01      0.4668E-01
  53.593      0.4466E-01      0.4669E-01
  53.600      0.4467E-01      0.4670E-01
  53.608      0.4467E-01      0.4670E-01
  53.616      0.4468E-01      0.4671E-01
  53.624      0.4469E-01      0.4672E-01
  53.632      0.4469E-01      0.4672E-01
  53.640      0.4470E-01      0.4673E-01
  53.648      0.4470E-01      0.4674E-01
  53.656      0.4471E-01      0.4674E-01
  53.664      0.4472E-01      0.4675E-01
  53.672      0.4472E-01      0.4676E-01
  53.679      0.4473E-01      0.4676E-01
  53.687      0.4474E-01      0.4677E-01
  53.695      0.4474E-01      0.4678E-01
  53.703      0.4475E-01      0.4679E-01
  53.711      0.4476E-01      0.4679E-01
  53.719      0.4476E-01      0.4680E-01
  53.727      0.4477E-01      0.4681E-01
  53.735      0.4478E-01      0.4681E-01
  53.743      0.4478E-01      0.4682E-01
  53.751      0.4479E-01      0.4683E-01
  53.759      0.4480E-01      0.4683E-01
  53.767      0.4480E-01      0.4480E-01
  53.774      0.4481E-01      0.4481E-01
  53.782      0.4482E-01      0.4482E-01
  53.790      0.4482E-01      0.4482E-01
  53.798      0.4483E-01      0.4483E-01
  53.806      0.4484E-01      0.4484E-01
  53.814      0.4484E-01      0.4484E-01
  53.822      0.4485E-01      0.4485E-01
  53.830      0.4486E-01      0.4486E-01
  53.838      0.4486E-01      0.4486E-01
  53.846      0.4487E-01      0.4487E-01
